document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
3135,electronics,14.06,9.38,12.5,12.5,39.84,11.72
3136,electronics,7.34,17.89,12.84,8.72,37.16,16.06
3137,electronics,7.69,12.82,14.74,10.26,46.15,8.33
3138,electronics,7.35,8.82,16.18,7.35,47.79,12.5
3139,electronics,7.11,12.69,12.69,12.18,41.12,14.21
3140,electronics,8.55,14.53,16.24,11.97,36.75,11.97
3141,electronics,7.63,13.74,7.63,14.12,49.24,7.63
3142,apple hardware,18.87,10.38,15.09,21.7,19.81,14.15
3143,electronics,14.68,13.76,21.1,11.93,26.61,11.93
3144,electronics,10.89,13.86,13.86,9.9,41.58,9.9
3145,apple hardware,12.5,12.5,18.75,30.21,14.58,11.46
3146,electronics,8.94,7.28,7.28,16.23,51.66,8.61
3147,electronics,11.29,12.1,23.39,12.1,30.65,10.48
3148,electronics,12.3,11.48,23.77,9.02,30.33,13.11
3149,electronics,8.82,12.5,12.5,11.76,46.32,8.09
3150,electronics,6.25,7.39,11.36,9.66,56.82,8.52
3151,electronics,14.93,5.47,16.42,7.46,43.28,12.44
3152,electronics,10.91,15.45,12.73,10.91,37.27,12.73
3153,apple hardware,6.1,12.21,14.55,39.44,18.31,9.39
3154,electronics,7.6,7.02,9.36,29.82,31.58,14.62
3155,electronics,12.35,11.73,11.73,10.49,42.59,11.11
3156,electronics,7.69,8.46,10.0,20.0,46.15,7.69
3157,electronics,9.3,11.63,13.95,17.05,36.43,11.63
3158,electronics,7.73,8.25,13.4,7.73,53.09,9.79
3159,for sale,14.63,13.41,24.39,17.07,15.85,14.63
3160,electronics,13.76,12.84,20.18,20.18,22.02,11.01
3161,electronics,10.67,17.33,12.67,14.67,34.0,10.67
3162,electronics,8.79,8.79,12.64,8.79,52.2,8.79
3163,electronics,7.29,11.98,9.9,9.38,48.96,12.5
3164,electronics,12.84,10.09,16.51,14.68,32.11,13.76
3165,for sale,18.0,11.0,27.0,12.0,19.0,13.0
3166,electronics,7.28,6.8,10.68,12.62,49.03,13.59
3167,for sale,12.71,8.47,26.27,20.34,22.03,10.17
3168,electronics,8.76,14.6,10.95,10.22,45.99,9.49
3169,electronics,11.66,12.88,11.66,9.82,44.79,9.2
3170,electronics,8.12,13.12,11.88,12.5,45.0,9.38
3171,electronics,8.36,5.79,6.75,10.61,61.74,6.75
3172,electronics,13.95,11.63,19.77,13.95,25.58,15.12
3173,electronics,13.1,7.59,9.66,24.14,34.48,11.03
3174,electronics,8.1,10.0,13.33,10.95,48.1,9.52
3175,electronics,5.46,5.46,9.66,21.01,53.36,5.04
3176,electronics,11.03,19.31,15.86,20.0,24.83,8.97
3177,electronics,10.83,14.17,10.0,15.83,34.17,15.0
3178,electronics,6.94,8.67,8.09,6.94,61.27,8.09
3179,apple hardware,11.65,13.59,20.39,22.33,21.36,10.68
3180,electronics,9.02,10.53,10.53,24.06,33.83,12.03
3181,electronics,8.74,12.02,9.84,7.65,40.98,20.77
3182,electronics,6.85,15.75,12.33,10.96,43.84,10.27
3183,hockey,19.78,10.99,16.48,16.48,19.78,16.48
3184,electronics,12.02,7.65,12.57,7.65,38.25,21.86
3185,apple hardware,13.91,13.91,17.39,21.74,18.26,14.78
3186,electronics,8.33,15.48,11.31,21.43,29.17,14.29
3187,electronics,8.89,7.41,13.33,20.74,40.0,9.63
3188,electronics,16.17,17.96,14.97,14.37,23.95,12.57
3189,electronics,14.67,13.33,16.0,9.33,36.0,10.67
3190,apple hardware,10.1,13.13,15.15,26.26,20.2,15.15
3191,electronics,7.06,8.24,12.55,18.82,45.49,7.84
3192,electronics,14.38,10.46,13.07,9.15,30.72,22.22
3193,electronics,6.59,8.91,7.75,8.14,56.98,11.63
3194,apple hardware,11.27,19.01,14.79,22.54,20.42,11.97
3195,apple hardware,8.44,9.74,12.99,37.01,24.03,7.79
3196,electronics,15.25,10.17,11.86,13.56,38.14,11.02
3197,electronics,9.15,14.38,9.15,20.26,33.33,13.73
3198,electronics,10.28,13.08,14.02,14.02,37.38,11.21
3199,electronics,7.98,8.59,17.18,11.04,44.17,11.04
3200,apple hardware,7.38,11.41,14.77,34.9,18.79,12.75
3201,electronics,9.38,10.16,16.41,17.19,32.81,14.06
3202,electronics,10.0,6.47,21.18,12.94,38.82,10.59
3203,electronics,15.74,16.67,13.89,17.59,25.93,10.19
3204,electronics,14.96,9.45,14.96,13.39,33.86,13.39
3205,for sale,16.19,9.52,27.62,17.14,19.05,10.48
3206,electronics,11.5,16.81,16.81,18.58,20.35,15.93
3207,electronics,7.73,8.84,18.23,8.84,48.62,7.73
3208,apple hardware,9.09,8.48,22.42,26.06,23.64,10.3
3209,electronics,6.9,10.34,9.05,19.4,38.36,15.95
3210,electronics,8.57,9.71,12.57,18.29,42.29,8.57
3211,apple hardware,13.21,10.38,16.98,24.53,21.7,13.21
3212,electronics,10.4,12.8,24.0,10.4,32.0,10.4
3213,electronics,9.79,16.49,11.34,19.07,30.93,12.37
3214,electronics,11.57,9.09,14.88,23.97,28.93,11.57
3215,for sale,6.63,7.65,33.67,26.53,9.69,15.82
3216,electronics,6.94,8.67,9.25,13.87,53.18,8.09
3217,electronics,11.63,8.37,13.95,6.98,51.16,7.91
3218,guns,9.13,11.06,14.9,7.21,28.37,29.33
3219,electronics,18.64,11.02,12.71,11.86,33.9,11.86
3220,electronics,3.72,6.59,4.58,3.72,74.79,6.59
3221,electronics,3.98,5.72,4.23,3.23,75.87,6.97
3222,electronics,11.54,9.23,10.0,11.54,46.15,11.54
3223,electronics,8.05,8.72,14.09,10.74,48.99,9.4
3224,electronics,13.41,10.98,10.98,20.12,33.54,10.98
3225,apple hardware,10.83,12.5,18.33,24.17,23.33,10.83
3226,electronics,9.8,9.15,9.8,12.42,41.83,16.99
3227,electronics,9.82,8.59,12.88,8.59,48.47,11.66
3228,electronics,10.38,12.26,14.15,17.92,35.85,9.43
3229,guns,10.59,12.94,12.94,11.76,22.35,29.41
3230,electronics,13.29,12.03,11.39,12.03,32.91,18.35
3231,electronics,6.56,12.74,7.72,14.67,44.4,13.9
3232,electronics,10.47,6.81,7.33,6.28,60.73,8.38
3233,electronics,4.74,8.73,7.73,5.49,59.85,13.47
3234,apple hardware,17.09,11.97,15.38,28.21,16.24,11.11
3235,electronics,11.68,16.24,6.6,14.72,44.16,6.6
3236,electronics,7.1,11.61,16.13,18.06,35.48,11.61
3237,electronics,10.64,11.7,12.77,18.09,29.79,17.02
3238,for sale,14.29,17.86,25.0,19.64,13.39,9.82
3239,electronics,9.92,11.57,19.01,9.09,38.02,12.4
3240,electronics,9.45,11.81,23.62,9.45,34.65,11.02
3241,electronics,10.0,10.77,10.77,12.31,39.23,16.92
3242,electronics,8.14,15.38,8.14,23.53,35.75,9.05
3243,electronics,12.15,13.08,16.82,14.95,31.78,11.21
3244,electronics,12.72,8.09,12.72,16.18,43.35,6.94
3245,electronics,5.71,7.94,5.96,7.69,65.76,6.95
3246,electronics,12.96,18.52,12.04,11.11,31.48,13.89
3247,electronics,7.98,13.15,12.68,7.98,46.48,11.74
3248,electronics,11.03,9.56,11.76,27.94,31.62,8.09
3249,electronics,7.93,10.37,8.54,8.54,54.88,9.76
3250,electronics,4.7,13.68,14.53,8.55,42.31,16.24
3251,electronics,9.33,15.03,12.95,8.29,42.49,11.92
3252,electronics,6.04,13.76,12.42,4.7,50.67,12.42
3253,electronics,6.4,7.88,15.27,7.88,53.69,8.87
3254,electronics,12.5,16.96,16.96,12.5,27.68,13.39
3255,electronics,8.74,16.94,10.38,15.3,34.97,13.66
3256,electronics,5.83,15.53,9.71,7.77,52.43,8.74
3257,electronics,8.61,9.93,12.58,7.95,52.32,8.61
3258,electronics,5.07,11.49,15.54,6.42,53.04,8.45
3259,electronics,10.46,11.76,13.07,13.73,42.48,8.5
3260,electronics,6.2,15.5,11.63,10.85,41.47,14.34
3261,electronics,11.21,13.08,17.76,14.95,29.91,13.08
3262,electronics,4.83,10.69,6.55,4.83,64.48,8.62
3263,electronics,13.46,11.54,11.54,13.46,36.54,13.46
3264,electronics,5.14,9.09,7.91,6.72,62.06,9.09
3265,apple hardware,18.07,15.66,14.46,19.28,16.87,15.66
3266,electronics,6.03,15.87,11.11,8.89,40.63,17.46
3267,electronics,13.42,10.74,11.41,7.38,42.95,14.09
3268,electronics,7.73,10.63,12.56,13.53,44.93,10.63
3269,electronics,6.84,14.74,11.05,10.0,47.89,9.47
3270,electronics,6.59,9.3,10.47,12.4,56.59,4.65
3271,electronics,17.43,14.68,15.6,12.84,26.61,12.84
3272,electronics,6.86,15.2,9.31,25.49,35.78,7.35
3273,electronics,5.95,10.81,12.43,10.81,53.51,6.49
3274,electronics,6.9,14.48,12.41,20.0,28.28,17.93
3275,electronics,9.42,11.59,8.7,15.94,39.13,15.22
3276,electronics,14.89,7.8,22.7,14.18,26.95,13.48
3277,electronics,9.13,15.87,9.92,16.27,32.54,16.27
3278,electronics,19.05,11.9,13.49,13.49,29.37,12.7
3279,electronics,23.19,8.7,11.59,9.42,33.33,13.77
3280,for sale,11.4,13.16,28.95,15.79,21.05,9.65
3281,electronics,5.29,8.47,6.88,5.82,66.14,7.41
3282,electronics,11.76,7.84,18.63,8.33,46.57,6.86
3283,electronics,12.96,14.81,12.04,12.96,32.41,14.81
3284,apple hardware,8.86,9.59,9.23,31.73,30.26,10.33
3285,electronics,10.64,13.83,14.89,15.96,28.72,15.96
3286,electronics,8.14,17.44,13.95,12.21,38.37,9.88
3287,electronics,9.27,8.61,10.6,18.54,42.38,10.6
3288,electronics,10.71,7.14,17.86,8.33,35.71,20.24
3289,electronics,13.21,11.32,11.32,14.15,34.91,15.09
3290,electronics,14.29,11.43,17.14,10.48,37.14,9.52
3291,electronics,14.97,13.9,13.37,7.49,40.64,9.63
3292,for sale,13.33,11.43,25.71,18.1,20.95,10.48
3293,electronics,14.19,12.16,12.16,14.86,34.46,12.16
3294,apple hardware,7.18,7.66,6.7,36.84,23.92,17.7
3295,electronics,6.74,15.03,8.29,7.77,43.52,18.65
3296,electronics,6.83,9.94,9.94,22.36,30.43,20.5
3297,for sale,10.83,11.46,21.66,21.02,19.11,15.92
3298,electronics,7.26,18.99,9.5,14.53,31.28,18.44
3299,electronics,15.84,5.88,9.95,5.43,57.92,4.98
3300,electronics,19.61,12.75,16.67,15.69,20.59,14.71
3301,electronics,12.09,19.23,9.89,16.48,26.92,15.38
3302,electronics,15.57,12.26,9.91,10.85,43.4,8.02
3303,electronics,9.09,9.74,14.29,10.39,47.4,9.09
3304,electronics,10.14,10.14,18.12,12.32,36.96,12.32
3305,electronics,10.71,9.29,21.43,12.86,30.0,15.71
3306,electronics,9.41,7.65,12.35,8.24,54.12,8.24
3307,electronics,8.12,11.88,13.12,7.5,36.25,23.12
3308,electronics,8.14,9.3,14.53,11.63,45.35,11.05
3309,electronics,10.32,10.97,15.48,9.68,41.94,11.61
3310,electronics,8.28,13.02,13.61,9.47,44.38,11.24
3311,electronics,10.0,18.89,6.67,15.93,37.41,11.11
3312,electronics,6.96,6.09,9.57,6.96,63.48,6.96
3313,electronics,8.47,17.37,13.14,16.1,33.47,11.44
3314,electronics,12.61,12.61,14.41,12.61,35.14,12.61
3315,electronics,10.27,10.27,11.64,8.9,47.95,10.96
3316,electronics,13.39,10.24,14.96,18.9,24.41,18.11
3317,apple hardware,14.55,10.0,17.27,25.45,15.45,17.27
3318,apple hardware,11.11,15.11,12.0,24.0,20.0,17.78
3319,apple hardware,15.65,12.17,17.39,23.48,20.0,11.3
3320,electronics,11.34,17.01,9.79,11.34,43.3,7.22
3321,electronics,14.16,9.73,16.81,12.39,36.28,10.62
3322,electronics,9.17,12.5,12.5,9.17,44.17,12.5
3323,electronics,11.32,13.21,11.32,22.64,26.42,15.09
3324,electronics,8.03,15.33,10.95,17.52,32.12,16.06
3325,electronics,9.64,17.26,19.29,12.69,30.46,10.66
3326,electronics,18.52,11.85,13.33,10.37,31.85,14.07
3327,electronics,9.49,16.06,17.52,17.52,23.36,16.06
3328,electronics,9.63,10.7,9.63,11.23,50.8,8.02
3329,hockey,28.57,10.88,21.09,13.61,15.65,10.2
3330,electronics,9.24,13.59,6.52,15.22,46.2,9.24
3331,apple hardware,12.2,13.82,16.26,25.2,20.33,12.2
3332,electronics,20.62,10.31,17.53,13.4,24.74,13.4
3333,electronics,6.03,8.51,7.45,5.67,66.31,6.03
3334,electronics,13.51,20.72,13.51,13.51,27.03,11.71
3335,for sale,14.29,10.2,27.55,13.27,21.43,13.27
3336,apple hardware,10.64,13.12,9.57,29.79,29.43,7.45
3337,electronics,7.04,13.15,8.92,16.9,46.95,7.04
3338,electronics,10.95,7.46,10.95,13.43,45.77,11.44
3339,electronics,9.35,8.63,13.31,12.23,50.72,5.76
3340,electronics,10.75,8.6,10.22,13.98,44.09,12.37
3341,electronics,7.41,12.35,7.82,9.88,55.97,6.58
3342,electronics,15.29,17.65,11.76,11.76,24.71,18.82
3343,for sale,15.65,12.93,26.53,10.2,21.77,12.93
3344,for sale,13.48,11.8,31.46,17.42,15.73,10.11
3345,apple hardware,6.83,6.34,17.56,34.63,26.83,7.8
3346,apple hardware,9.57,8.61,16.75,34.45,23.92,6.7
3347,electronics,16.19,10.48,20.0,11.43,32.38,9.52
3348,electronics,9.9,18.85,7.67,9.9,38.34,15.34
3349,electronics,12.95,17.27,11.51,11.51,33.09,13.67
3350,electronics,11.81,13.39,9.45,8.66,44.88,11.81
3351,electronics,11.11,18.13,9.36,8.77,39.77,12.87
3352,electronics,8.5,11.0,8.5,9.0,53.5,9.5
3353,electronics,10.13,14.56,11.39,26.58,28.48,8.86
3354,electronics,7.07,11.62,9.09,8.08,52.53,11.62
3355,electronics,5.62,9.64,12.05,12.05,53.41,7.23
3356,apple hardware,12.38,12.38,20.95,31.43,13.33,9.52
3357,electronics,11.21,19.83,11.21,12.07,32.76,12.93
3358,electronics,13.46,22.12,15.38,12.5,25.0,11.54
3359,apple hardware,11.27,11.97,13.38,26.76,25.35,11.27
3360,electronics,7.57,10.27,14.05,24.86,31.35,11.89
3361,electronics,5.3,11.31,12.72,9.19,56.54,4.95
3362,electronics,9.03,18.75,13.19,15.97,30.56,12.5
3363,electronics,9.49,7.59,12.66,9.49,50.63,10.13
3364,for sale,10.34,11.72,28.97,10.34,26.21,12.41
3365,electronics,11.9,9.52,13.49,11.11,39.68,14.29
3366,electronics,16.3,11.96,13.04,19.57,27.17,11.96
3367,apple hardware,12.5,13.54,12.5,27.08,23.96,10.42
3368,electronics,8.0,10.86,7.43,12.57,51.43,9.71
3369,electronics,7.93,21.34,10.98,15.24,31.1,13.41
3370,electronics,10.0,13.33,13.33,16.0,38.67,8.67
3371,electronics,6.49,10.81,10.81,10.27,49.73,11.89
3372,electronics,10.53,10.53,16.67,13.16,37.72,11.4
3373,apple hardware,16.42,14.18,13.43,23.13,20.9,11.94
3374,for sale,17.59,11.11,23.15,23.15,13.89,11.11
3375,electronics,8.45,13.38,9.15,12.68,43.66,12.68
3376,electronics,7.06,18.25,8.52,20.44,31.14,14.6
3377,electronics,14.75,10.66,15.57,13.11,33.61,12.3
3378,for sale,15.15,11.11,26.26,15.15,15.15,17.17
3379,apple hardware,5.23,14.15,4.31,42.15,22.77,11.38
