document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
3129,apple hardware,10.99,14.29,23.08,17.58,10.99,23.08
3130,electronics,9.2,6.51,11.88,18.39,8.43,45.59
3131,apple hardware,16.13,9.68,34.19,13.55,7.1,19.35
3132,apple hardware,5.74,5.74,55.98,9.57,5.26,17.7
3133,apple hardware,13.39,14.29,25.0,12.5,11.61,23.21
3134,electronics,14.4,8.0,22.4,12.8,10.4,32.0
3135,electronics,8.59,13.28,14.84,9.38,12.5,41.41
3136,electronics,19.72,7.34,11.01,11.47,16.06,34.4
3137,electronics,8.97,7.05,8.97,16.03,8.97,50.0
3138,electronics,10.29,8.09,10.29,11.03,13.24,47.06
3139,electronics,11.68,9.14,11.68,12.69,11.68,43.15
3140,electronics,10.26,11.97,11.11,15.38,10.26,41.03
3141,electronics,15.65,6.11,18.32,7.25,9.54,43.13
3142,apple hardware,9.43,18.87,28.3,12.26,12.26,18.87
3143,electronics,13.76,15.6,15.6,17.43,14.68,22.94
3144,electronics,11.88,9.9,11.88,17.82,10.89,37.62
3145,apple hardware,10.42,12.5,33.33,17.71,10.42,15.62
3146,electronics,6.62,6.95,14.9,11.92,8.94,50.66
3147,electronics,11.29,9.68,16.94,23.39,8.87,29.84
3148,electronics,16.39,9.84,8.2,24.59,9.84,31.15
3149,electronics,10.29,9.56,9.56,9.56,7.35,53.68
3150,electronics,6.25,9.09,7.95,11.36,6.25,59.09
3151,electronics,11.44,13.43,9.45,11.94,10.95,42.79
3152,electronics,14.55,10.0,13.64,13.64,12.73,35.45
3153,apple hardware,11.27,7.04,42.25,15.96,7.51,15.96
3154,apple hardware,7.02,8.19,35.67,9.36,12.28,27.49
3155,electronics,9.88,14.81,8.64,17.9,10.49,38.27
3156,electronics,10.0,7.69,26.92,8.46,8.46,38.46
3157,electronics,11.63,8.53,20.16,15.5,10.85,33.33
3158,electronics,9.79,7.22,11.86,13.92,8.25,48.97
3159,apple hardware,12.2,15.85,20.73,20.73,13.41,17.07
3160,apple hardware,12.84,19.27,22.02,15.6,11.01,19.27
3161,electronics,22.0,10.67,22.67,8.67,8.0,28.0
3162,electronics,8.24,7.69,7.69,12.64,11.54,52.2
3163,electronics,8.33,6.77,7.29,9.38,9.9,58.33
3164,electronics,11.93,12.84,14.68,15.6,11.93,33.03
3165,for sale,10.0,20.0,15.0,26.0,12.0,17.0
3166,electronics,8.25,7.77,12.62,17.48,11.65,42.23
3167,apple hardware,11.02,11.02,26.27,24.58,9.32,17.8
3168,electronics,11.68,8.76,10.22,12.41,12.41,44.53
3169,electronics,15.95,10.43,9.2,12.27,7.98,44.17
3170,electronics,13.75,6.88,13.12,12.5,9.38,44.38
3171,electronics,5.79,7.72,9.65,5.79,8.68,62.38
3172,electronics,11.63,11.63,16.28,22.09,12.79,25.58
3173,electronics,7.59,13.1,26.21,13.1,8.97,31.03
3174,electronics,7.62,11.9,10.0,11.9,11.43,47.14
3175,electronics,5.88,5.46,21.85,9.24,7.14,50.42
3176,electronics,14.48,8.28,20.0,15.17,12.41,29.66
3177,electronics,12.5,10.83,17.5,10.0,11.67,37.5
3178,electronics,7.51,6.94,5.78,9.25,6.36,64.16
3179,apple hardware,16.5,10.68,26.21,22.33,10.68,13.59
3180,apple hardware,9.02,10.53,36.09,9.77,12.03,22.56
3181,electronics,11.48,8.2,7.1,11.48,22.95,38.8
3182,electronics,17.81,6.85,10.96,13.01,8.9,42.47
3183,electronics,10.99,18.68,18.68,15.38,14.29,21.98
3184,electronics,9.29,8.2,7.65,13.11,19.13,42.62
3185,hockey,14.78,19.13,19.13,19.13,11.3,16.52
3186,electronics,12.5,8.33,22.62,13.69,16.07,26.79
3187,electronics,8.15,8.15,22.96,12.59,10.37,37.78
3188,electronics,15.57,11.98,15.57,15.57,10.18,31.14
3189,electronics,9.33,9.33,7.33,18.67,10.67,44.67
3190,apple hardware,10.1,11.11,27.27,14.14,17.17,20.2
3191,electronics,8.63,4.71,21.18,13.33,8.24,43.92
3192,electronics,13.07,13.07,7.19,11.76,21.57,33.33
3193,electronics,6.98,6.2,8.53,9.3,12.4,56.59
3194,electronics,16.2,7.75,21.83,13.38,11.97,28.87
3195,apple hardware,10.39,7.79,42.86,12.34,7.79,18.83
3196,electronics,10.17,15.25,18.64,15.25,10.17,30.51
3197,electronics,9.8,11.11,20.92,11.76,9.8,36.6
3198,electronics,12.15,9.35,15.89,14.95,14.95,32.71
3199,electronics,11.66,9.2,11.04,16.56,10.43,41.1
3200,apple hardware,13.42,7.38,30.87,16.11,10.74,21.48
3201,electronics,14.06,8.59,18.75,12.5,12.5,33.59
3202,electronics,7.65,11.18,14.71,18.82,8.24,39.41
3203,electronics,11.11,12.04,22.22,10.19,17.59,26.85
3204,electronics,11.02,11.81,16.54,11.02,10.24,39.37
3205,electronics,11.43,17.14,20.95,15.24,12.38,22.86
3206,guns,15.93,14.16,18.58,16.81,19.47,15.04
3207,electronics,12.15,8.29,8.29,10.5,12.15,48.62
3208,apple hardware,8.48,12.12,29.09,18.18,10.91,21.21
3209,electronics,6.47,7.33,27.16,7.33,15.09,36.64
3210,electronics,6.86,11.43,21.71,14.29,8.57,37.14
3211,electronics,12.26,17.92,24.53,9.43,10.38,25.47
3212,electronics,9.6,12.0,12.8,21.6,12.0,32.0
3213,electronics,20.1,8.25,14.95,8.25,8.76,39.69
3214,apple hardware,9.92,9.92,29.75,11.57,12.4,26.45
3215,apple hardware,8.16,5.61,36.22,22.96,14.29,12.76
3216,electronics,6.94,8.67,13.87,9.25,7.51,53.76
3217,electronics,10.7,10.23,5.58,8.37,9.3,55.81
3218,guns,13.94,9.62,6.25,14.9,29.33,25.96
3219,electronics,11.02,17.8,11.86,15.25,11.02,33.05
3220,electronics,4.58,3.44,4.3,4.87,4.87,77.94
3221,electronics,3.23,3.48,3.48,4.98,7.46,77.36
3222,electronics,10.0,10.0,13.08,7.69,10.77,48.46
3223,electronics,10.07,7.38,12.75,12.08,10.07,47.65
3224,electronics,13.41,8.54,17.68,9.76,14.02,36.59
3225,apple hardware,12.5,10.83,25.0,22.5,10.83,18.33
3226,electronics,10.46,7.19,12.42,15.69,12.42,41.83
3227,electronics,10.43,7.98,11.04,10.43,10.43,49.69
3228,electronics,10.38,10.38,19.81,16.98,11.32,31.13
3229,guns,15.29,8.24,11.18,15.29,27.06,22.94
3230,electronics,12.66,11.39,10.13,13.92,17.72,34.18
3231,electronics,12.74,6.18,15.83,8.88,12.74,43.63
3232,electronics,8.9,7.33,7.85,7.85,7.85,60.21
3233,electronics,7.73,4.74,4.99,13.22,17.21,52.12
3234,apple hardware,9.4,13.68,25.64,22.22,11.11,17.95
3235,electronics,10.15,10.15,13.2,12.18,7.61,46.7
3236,electronics,13.55,7.1,27.1,8.39,9.68,34.19
3237,electronics,12.77,10.64,18.09,11.7,22.34,24.47
3238,hockey,17.86,20.54,19.64,16.96,10.71,14.29
3239,electronics,13.22,9.92,9.92,16.53,9.92,40.5
3240,electronics,13.39,7.87,12.6,23.62,12.6,29.92
3241,electronics,10.0,10.0,18.46,11.54,13.08,36.92
3242,apple hardware,15.84,6.79,32.13,16.29,7.24,21.72
3243,electronics,11.21,12.15,19.63,14.02,13.08,29.91
3244,electronics,6.94,10.4,16.18,13.29,9.25,43.93
3245,electronics,5.96,4.96,5.96,3.97,9.43,69.73
3246,electronics,17.59,12.96,10.19,10.19,11.11,37.96
3247,electronics,11.27,7.04,8.92,9.39,12.21,51.17
3248,electronics,7.35,11.76,22.06,10.29,10.29,38.24
3249,electronics,7.93,6.71,6.1,9.76,9.15,60.37
3250,electronics,13.25,6.84,8.12,9.83,21.37,40.6
3251,electronics,13.99,8.29,12.44,13.47,8.29,43.52
3252,electronics,8.72,4.36,5.7,16.78,11.74,52.68
3253,electronics,11.33,4.93,10.34,12.32,10.84,50.25
3254,electronics,12.5,15.18,15.18,15.18,13.39,28.57
3255,electronics,12.57,9.84,20.22,14.75,14.75,27.87
3256,electronics,10.68,8.25,8.25,12.62,8.74,51.46
3257,electronics,8.61,7.95,10.6,11.92,11.26,49.67
3258,electronics,12.84,5.74,9.46,10.81,8.11,53.04
3259,electronics,12.42,10.46,14.38,13.73,9.15,39.87
3260,electronics,15.89,6.98,10.08,9.69,11.24,46.12
3261,electronics,14.02,12.15,19.63,13.08,17.76,23.36
3262,electronics,7.93,5.52,6.55,7.24,10.69,62.07
3263,apple hardware,13.46,13.46,26.92,11.54,13.46,21.15
3264,electronics,10.28,5.53,5.14,4.74,8.3,66.01
3265,apple hardware,16.87,15.66,21.69,13.25,14.46,18.07
3266,electronics,12.7,4.76,11.43,11.43,20.63,39.05
3267,electronics,8.72,10.07,8.05,14.77,18.79,39.6
3268,electronics,12.08,5.8,12.56,17.39,11.59,40.58
3269,electronics,12.11,7.37,9.47,11.58,7.89,51.58
3270,electronics,6.2,7.36,15.12,8.91,6.59,55.81
3271,electronics,12.84,17.43,13.76,15.6,10.09,30.28
3272,electronics,11.76,6.86,22.06,10.29,7.84,41.18
3273,electronics,12.97,5.41,11.89,15.14,7.03,47.57
3274,electronics,15.86,7.59,17.93,15.17,14.48,28.97
3275,electronics,7.97,7.25,16.67,14.49,16.67,36.96
3276,electronics,9.22,15.6,17.02,18.44,10.64,29.08
3277,electronics,12.3,6.35,16.27,16.27,15.08,33.73
3278,electronics,10.32,23.02,13.49,16.67,12.7,23.81
3279,electronics,11.59,22.46,7.25,10.14,10.14,38.41
3280,electronics,11.4,10.53,14.91,25.44,10.53,27.19
3281,electronics,10.05,7.41,6.35,8.99,6.88,60.32
3282,electronics,10.29,7.35,11.76,16.67,9.31,44.61
3283,electronics,12.96,10.19,12.04,15.74,13.89,35.19
3284,apple hardware,6.64,7.38,33.58,19.19,11.44,21.77
3285,electronics,13.83,11.7,14.89,15.96,14.89,28.72
3286,electronics,17.44,6.4,9.88,13.95,17.44,34.88
3287,electronics,9.27,8.61,19.21,9.27,11.26,42.38
3288,electronics,8.93,11.31,8.93,11.31,23.81,35.71
3289,electronics,10.38,15.09,15.09,14.15,13.21,32.08
3290,electronics,11.43,15.24,10.48,20.0,9.52,33.33
3291,electronics,9.63,12.3,6.95,13.37,11.23,46.52
3292,apple hardware,12.38,13.33,20.95,20.95,13.33,19.05
3293,electronics,10.14,16.89,18.92,14.19,12.16,27.7
3294,apple hardware,7.66,5.74,34.93,8.61,13.4,29.67
3295,electronics,10.88,7.25,7.25,12.44,20.73,41.45
3296,electronics,13.04,9.94,24.22,8.7,16.77,27.33
3297,electronics,19.75,8.92,21.02,15.29,12.74,22.29
3298,electronics,17.32,7.26,16.76,13.97,18.44,26.26
3299,electronics,5.88,13.57,5.43,9.95,6.79,58.37
3300,apple hardware,11.76,17.65,20.59,15.69,14.71,19.61
3301,electronics,13.19,14.84,19.23,12.64,19.78,20.33
3302,electronics,8.96,15.09,10.85,12.26,8.02,44.81
3303,electronics,10.39,9.74,9.09,14.29,9.74,46.75
3304,electronics,12.32,9.42,15.22,16.67,10.14,36.23
3305,apple hardware,10.0,11.43,26.43,22.14,9.29,20.71
3306,electronics,6.47,6.47,9.41,11.76,9.41,56.47
3307,electronics,13.75,9.38,9.38,11.88,18.12,37.5
3308,electronics,11.05,9.3,15.12,13.37,10.47,40.7
3309,electronics,10.97,8.39,7.74,17.42,12.9,42.58
3310,electronics,15.38,10.06,8.28,10.65,10.65,44.97
3311,electronics,14.81,8.89,12.59,12.22,14.44,37.04
3312,electronics,6.52,8.26,5.65,11.74,6.52,61.3
3313,electronics,14.83,6.78,12.29,9.75,19.92,36.44
3314,apple hardware,11.71,10.81,27.93,14.41,13.51,21.62
3315,electronics,9.59,11.64,11.64,12.33,10.96,43.84
3316,apple hardware,11.02,12.6,30.71,11.81,14.17,19.69
3317,apple hardware,11.82,15.45,26.36,12.73,15.45,18.18
3318,apple hardware,12.0,11.56,24.0,11.11,17.78,23.56
3319,apple hardware,13.04,15.65,21.74,20.0,10.43,19.13
3320,electronics,12.37,8.76,15.98,17.53,7.73,37.63
3321,electronics,10.62,12.39,17.7,12.39,9.73,37.17
3322,electronics,9.17,11.67,10.83,10.83,13.33,44.17
3323,apple hardware,10.38,11.32,26.42,18.87,12.26,20.75
3324,electronics,12.41,8.03,15.33,16.06,15.33,32.85
3325,electronics,15.74,10.66,19.29,16.24,10.66,27.41
3326,electronics,16.3,13.33,9.63,12.59,10.37,37.78
3327,electronics,18.98,9.49,16.79,16.79,14.6,23.36
3328,electronics,7.49,8.02,18.18,14.44,7.49,44.39
3329,for sale,9.52,24.49,14.29,27.89,8.16,15.65
3330,electronics,7.61,9.24,14.13,8.15,14.67,46.2
3331,for sale,14.63,11.38,17.07,32.52,11.38,13.01
3332,electronics,12.37,18.56,10.31,19.59,11.34,27.84
3333,electronics,10.28,5.32,8.16,8.51,7.8,59.93
3334,electronics,16.22,12.61,15.32,15.32,12.61,27.93
3335,apple hardware,10.2,16.33,21.43,19.39,13.27,19.39
3336,apple hardware,11.7,6.38,36.88,13.48,11.35,20.21
3337,electronics,11.27,7.51,14.55,13.15,7.04,46.48
3338,electronics,6.97,10.95,10.95,12.94,7.96,50.25
3339,electronics,6.12,9.71,10.07,17.63,6.83,49.64
3340,electronics,8.6,9.68,15.05,10.75,9.68,46.24
3341,electronics,10.29,6.58,12.35,7.82,6.58,56.38
3342,electronics,16.47,16.47,15.29,12.94,16.47,22.35
3343,for sale,9.52,12.24,7.48,30.61,13.61,26.53
3344,for sale,7.3,8.99,13.48,40.45,12.36,17.42
3345,apple hardware,7.32,5.37,55.12,6.83,10.73,14.63
3346,apple hardware,7.66,7.18,56.94,7.66,8.61,11.96
3347,electronics,9.52,15.24,11.43,17.14,11.43,35.24
3348,electronics,14.7,11.5,12.78,10.54,15.34,35.14
3349,electronics,13.67,12.23,12.23,15.83,13.67,32.37
3350,electronics,9.45,10.24,9.45,10.24,10.24,50.39
3351,electronics,13.45,9.36,9.36,18.13,11.7,38.01
3352,electronics,9.0,8.0,9.5,13.5,16.0,44.0
3353,electronics,15.82,10.13,24.05,15.82,7.59,26.58
3354,electronics,11.11,8.08,6.57,11.62,9.6,53.03
3355,electronics,7.63,5.22,12.45,11.24,6.83,56.63
3356,apple hardware,10.48,14.29,34.29,15.24,11.43,14.29
3357,electronics,12.93,10.34,14.66,12.93,12.07,37.07
3358,electronics,16.35,11.54,14.42,14.42,11.54,31.73
3359,apple hardware,9.15,14.08,37.32,11.27,12.68,15.49
3360,electronics,8.65,9.19,23.78,18.92,13.51,25.95
3361,electronics,8.48,5.3,7.07,15.55,6.01,57.6
3362,electronics,16.67,8.33,12.5,15.28,15.97,31.25
3363,electronics,12.03,10.13,8.86,11.39,7.59,50.0
3364,apple hardware,15.17,11.03,24.83,20.0,11.03,17.93
3365,electronics,15.87,10.32,15.08,12.7,13.49,32.54
3366,apple hardware,13.04,11.96,22.83,18.48,10.87,22.83
3367,apple hardware,12.5,14.58,22.92,16.67,10.42,22.92
3368,electronics,11.43,9.14,12.0,12.57,11.43,43.43
3369,electronics,12.2,8.54,12.8,11.59,14.63,40.24
3370,apple hardware,13.33,9.33,27.33,12.67,10.0,27.33
3371,electronics,9.73,8.11,15.14,12.43,10.81,43.78
3372,electronics,9.65,9.65,10.53,20.18,10.53,39.47
3373,electronics,9.7,11.19,22.39,11.19,14.93,30.6
3374,apple hardware,11.11,15.74,33.33,16.67,9.26,13.89
3375,electronics,9.15,9.15,9.15,11.27,10.56,50.7
3376,apple hardware,11.44,5.11,26.76,13.14,19.46,24.09
3377,electronics,9.02,13.11,15.57,13.93,13.93,34.43
3378,for sale,17.17,12.12,16.16,31.31,10.1,13.13
3379,apple hardware,11.08,4.62,37.23,7.38,12.31,27.38
